Cipher suite,Protocol version,Rating protocol version,Finding protocol versie,Key exchange,Severity rating key exchange,Title finding key exchange algorithm,Authentication,Severity rating certificate verification algorithm,Title finding based on certificate verification algorithm,Encryption,Severity rating based on bulk encryption algorithm,Title finding bulk encryption algorithm,Hash,Severity rating based on hash algorithm,Title finding based on hash algorithm
Other,None,Medium,Unknown or unspecified TLS setting identified. Please contact the OpenKAT team with your finding. ,None,Medium,Unknown or unspecified TLS setting identified. Please contact the OpenKAT team with your finding. ,Au+AD0-None,Medium,Unknown or unspecified TLS setting identified. Please contact the OpenKAT team with your finding. ,Au+AD0-None,Medium,Unknown or unspecified TLS setting identified. Please contact the OpenKAT team with your finding. ,Mac+AD0-None,Medium,Unknown or unspecified TLS setting identified. Please contact the OpenKAT team with your finding.
DES+AC0-CBC3+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC4+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,RC4+AC0-128,High,Using RC4 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC4+AC0-64+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,RC4+AC0-64,High,Using RC4 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC4+AC0-40+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA export,High,Using EXPORT RSA as key exchange algorithm,Au+AD0-RSA,High,Using EXPORT RSA for authentication,RC4+AC0-40,High,Using RC4 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
DES+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,DES+AC0-CBC,High,Using DES as bulk encryption algorithm,MD5,High,Using MD5 as hash function
EXP+AC0-DES+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA export,Medium,Using EXPORT RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using EXPORT RSA for authentication,DES+AC0-CBC+AC0-40,High,Using DES as bulk encryption algorithm,MD5,High,Using MD5 as hash function
EXP+AC0-RC2+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA export,Medium,Using EXPORT RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using EXPORT RSA for authentication,RC2+AC0-CBC+AC0-40,High,Using RC2 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC2+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,RC2+AC0-CBC,High,Using RC2 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC2+AC0-64+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,RC2+AC0-CBC+AC0-64,High,Using RC2 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC2+AC0-40+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA export,High,Using EXPORT RSA as key exchange algorithm,Au+AD0-RSA,High,Using EXPORT RSA for authentication,RC2+AC0-CBC+AC0-40,High,Using RC2 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
IDEA+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,IDEA+AC0-CBC,High,Using IDEA as bulk encryption algorithm,MD5,High,Using MD5 as hash function
DES+AC0-CBC3+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,3DES+AC0-CBC,High,Using 3DES as bulk encryption algorithm,MD5,High,Using MD5 as hash function
DES+AC0-CBC+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,DES+AC0-CBC,High,Using DES as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC4+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,RC4+AC0-128,High,Using RC4 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
RC4+AC0-40+AC0-MD5,SSLv2,High,SSLv2 protocol detected,RSA export,High,Using EXPORT RSA as key exchange algorithm,Au+AD0-RSA,High,Using EXPORT RSA for authentication,RC4+AC0-40,High,Using RC4 as bulk encryption algorithm,MD5,High,Using MD5 as hash function
DHE+AC0-DSS+AC0-AES128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-AES256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-CAMELLIA128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-Camellia128,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-CAMELLIA256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-Camellia256,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-SEED+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-SEED128,Low,Using SEED as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-AES128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-ADH,High,Supporting unsafe anonymous key exchanges,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-AES256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-ADH,High,Supporting unsafe anonymous key exchanges,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-CAMELLIA128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-ADH,High,Supporting unsafe anonymous key exchanges,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-Camellia128,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-CAMELLIA256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-ADH,High,Supporting unsafe anonymous key exchanges,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-Camellia256,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-SEED+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-ADH,High,Supporting unsafe anonymous key exchanges,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-SEED128,Low,Using SEED as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-AES128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-AES256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-CAMELLIA128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-Camellia128,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-CAMELLIA256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-Camellia256,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-SEED+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DH,Medium,Supporting weak DHE for key exchange,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-SEED128,Low,Using SEED as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-PSK+AC0-AES128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DHEPSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-PSK+AC0-AES256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DHEPSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-PSK+AC0-NULL+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-DHEPSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
PSK+AC0-AES128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-PSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
PSK+AC0-AES256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-PSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
PSK+AC0-NULL+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-PSK,Medium,Supporting weak DHE for key exchange,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
NULL+AC0-MD5,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-MD5,High,Using MD5 as hash function
AES128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
AES256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
CAMELLIA128+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-Camellia128,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
CAMELLIA256+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-Camellia256,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
NULL+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SEED+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Informational,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-SEED128,Low,Using SEED as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
RSA+AC0-PSK+AC0-AES128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSAPSK,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
RSA+AC0-PSK+AC0-AES256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSAPSK,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
RSA+AC0-PSK+AC0-NULL+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSAPSK,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-DSS+AC0-AES+AC0-128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-DSS+AC0-AES+AC0-256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-RSA+AC0-AES+AC0-128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-RSA+AC0-AES+AC0-256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-AES+AC0-128+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-SRP,Informational,Using SRP for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
SRP+AC0-AES+AC0-256+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-SRP,Medium,Using SRP as key exchange algorithm,Au+AD0-SRP,Informational,Using SRP for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
RC4+AC0-MD5,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Medium,Using RSA for authentication,Enc+AD0-RC4,High,Using RC4 as bulk encryption algorithm,Mac+AD0-MD5,High,Using MD5 as hash function
RC4+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-RC4,High,Using RC4 as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
EXP+AC0-RC4+AC0-MD5,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-EXPORT RC4 ,High,Using EXPORT RC4 as bulk encryption algorithm,Mac+AD0-MD5,High,Using MD5 as hash function
DES+AC0-CBC3+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
DES+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-DES,High,Using DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
EXP+AC0-DES+AC0-CBC+AC0-SHA,SSLv3,High,SSLv3 protocol detected,Kx+AD0-RSA,Medium,Using RSA as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-EXPORT DES,High,Using EXPORT DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-RC4+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHE,Medium,Using DHE as key exchange algorithm,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-RC4,High,Using RC4 as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-RSA+AC0-RC4+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDHE,Medium,Using ECDHE as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-RC4,High,Using RC4 as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-ECDSA+AC0-RC4+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDHE,Medium,Using ECDHE as key exchange algorithm,Au+AD0-ECDSA,Informational,Using ECDSA for authentication,Enc+AD0-RC4,High,Using RC4 as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-RSA+AC0-DES+AC0-CBC3+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDHE,Medium,Using ECDHE as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-ECDSA+AC0-DES+AC0-CBC3+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDHE,Medium,Using ECDHE as key exchange algorithm,Au+AD0-ECDSA,Informational,Using ECDSA for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-RSA+AC0-DES+AC0-CBC3+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHE,Medium,Using DHE as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-DSS+AC0-DES+AC0-CBC3+AC0-SHA,TLS 1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHE,Medium,Using DHE as key exchange algorithm,Au+AD0-DSS,Medium,Using DSS for authentication,Enc+AD0-3DES,High,Using 3DES as bulk encryption algorithm,Mac+AD0-SHA,Medium,Using SHA+AC0-1 as hash function
ADH+AC0-NULL+AC0-MD5,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DH+AF8-anon,High,Using anonymous key exchange with null ciphers,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-MD5,High,Using MD5 as hash function
ADH+AC0-NULL+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DH+AF8-anon,High,Using anonymous key exchange with null ciphers,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
DHE+AC0-PSK+AC0-AES128+AC0-CBC+AC0-SHA256,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA256,Informational,Using SHA+AC0-256 as hash function
DHE+AC0-PSK+AC0-CAMELLIA128+AC0-SHA256,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-Camellia128,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA256,Informational,Using SHA+AC0-256 as hash function
DHE+AC0-PSK+AC0-NULL+AC0-SHA256,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA256,Informational,Using SHA+AC0-256 as hash function
DHE+AC0-PSK+AC0-AES256+AC0-CBC+AC0-SHA384,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA384,Informational,Using SHA+AC0-384 as hash function
DHE+AC0-PSK+AC0-CAMELLIA256+AC0-SHA384,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-Camellia256,Low,Using Camellia as bulk encryption algorithm,Mac+AD0-SHA384,Informational,Using SHA+AC0-384 as hash function
DHE+AC0-PSK+AC0-NULL+AC0-SHA384,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-DHEPSK,Low,Using PSK as key exchange algorithm,Au+AD0-PSK,Medium,Using PSK for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA384,Informational,Using SHA+AC0-384 as hash function
ECDHE+AC0-ECDSA+AC0-AES128+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-ECDSA,Informational,Using ECDSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-ECDSA+AC0-NULL+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-ECDSA,Informational,Using ECDSA for authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-ECDSA+AC0-AES256+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-ECDSA,Informational,Using ECDSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
AECDH+AC0-AES128+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
AECDH+AC0-AES256+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
AECDH+AC0-NULL+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-None,High,Using anonymous authentication,Enc+AD0-None,High,Using null ciphers as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-RSA+AC0-AES128+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES128,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
ECDHE+AC0-RSA+AC0-AES256+AC0-SHA,TLSv1.0,Medium,TLSv1.0 protocol detected,Kx+AD0-ECDH,Informational,Using ECDHE as key exchange algorithm,Au+AD0-RSA,Informational,Using RSA for authentication,Enc+AD0-AES256,Low,Using CBC as bulk encryption algorithm,Mac+AD0-SHA1,Medium,Using SHA+AC0-1 as hash function
